verb,gloss,class,class_name,transitive,stem,past_stem,kind,paradigm,paradigm_na,paradigm_en,person,person_en,honorific,subject,subject_marking,needs_check,form,aksara,morphemes,rules
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,prescont,वर्तमान निरन्तर,present continuous,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,भन्दै हुनुहुन्छ,भ न्दै   हु नु हु न्छ,stem:भन् + end:दै + aux: हुनुहुन्छ,empty-base > concatenate > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,presperf,वर्तमान पूर्ण,present perfect,ma,1st person · singular,no,मैले,ergative -ले,no,भनेको छु,भ ने को   छु,stem:भन् + end:एको + aux: छु,empty-base > virama-matra-fusion > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,presperf,वर्तमान पूर्ण,present perfect,hami,1st person · plural,no,हामी(हरू)ले,ergative -ले,no,भनेका छौँ,भ ने का   छौँ,stem:भन् + end:एका + aux: छौँ,empty-base > virama-matra-fusion > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,presperf,वर्तमान पूर्ण,present perfect,ta,2nd person · low grade,no,तैंले,ergative -ले,no,भनेको छस्,भ ने को   छ स्,stem:भन् + end:एको + aux: छस्,empty-base > virama-matra-fusion > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,presperf,वर्तमान पूर्ण,present perfect,timi,2nd person · mid grade,no,तिमी(हरू)ले,ergative -ले,no,भनेको छौ,भ ने को   छौ,stem:भन् + end:एको + aux: छौ,empty-base > virama-matra-fusion > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,presperf,वर्तमान पूर्ण,present perfect,tapai,2nd person · high grade,yes,तपाईं(हरू)ले,ergative -ले,no,भन्नुभएको छ,भ न्नु भ ए को   छ,stem:भन्नु + aux:भएको छ,empty-base > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,presperf,वर्तमान पूर्ण,present perfect,u,3rd person · low grade,no,उसले / त्यसले,ergative -ले,no,भनेको छ,भ ने को   छ,stem:भन् + end:एको + aux: छ,empty-base > virama-matra-fusion > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,presperf,वर्तमान पूर्ण,present perfect,uni,3rd person · mid grade,no,उनले / उनीहरूले,ergative -ले,no,भनेका छन्,भ ने का   छ न्,stem:भन् + end:एका + aux: छन्,empty-base > virama-matra-fusion > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,presperf,वर्तमान पूर्ण,present perfect,uha,3rd person · high grade,yes,उहाँले,ergative -ले,no,भन्नुभएको छ,भ न्नु भ ए को   छ,stem:भन्नु + aux:भएको छ,empty-base > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,past,सामान्य भूत,simple past,ma,1st person · singular,no,मैले,ergative -ले,no,भनेँ,भ नेँ,stem:भन् + end:एँ,empty-base > virama-matra-fusion
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,past,सामान्य भूत,simple past,hami,1st person · plural,no,हामी(हरू)ले,ergative -ले,no,भन्यौँ,भ न्यौँ,stem:भन् + end:यौँ,empty-base > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,past,सामान्य भूत,simple past,ta,2nd person · low grade,no,तैंले,ergative -ले,no,भनिस्,भ नि स्,stem:भन् + end:इस्,empty-base > virama-matra-fusion
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,past,सामान्य भूत,simple past,timi,2nd person · mid grade,no,तिमी(हरू)ले,ergative -ले,no,भन्यौ,भ न्यौ,stem:भन् + end:यौ,empty-base > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,past,सामान्य भूत,simple past,tapai,2nd person · high grade,yes,तपाईं(हरू)ले,ergative -ले,no,भन्नुभयो,भ न्नु भ यो,stem:भन्नु + aux:भयो,empty-base > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,past,सामान्य भूत,simple past,u,3rd person · low grade,no,उसले / त्यसले,ergative -ले,no,भन्यो,भ न्यो,stem:भन् + end:यो,empty-base > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,past,सामान्य भूत,simple past,uni,3rd person · mid grade,no,उनले / उनीहरूले,ergative -ले,no,भने,भ ने,stem:भन् + end:ए,empty-base > virama-matra-fusion
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,past,सामान्य भूत,simple past,uha,3rd person · high grade,yes,उहाँले,ergative -ले,no,भन्नुभयो,भ न्नु भ यो,stem:भन्नु + aux:भयो,empty-base > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,habpast,अभ्यस्त भूत,habitual past,ma,1st person · singular,no,म,nominative,no,भन्थेँ,भ न्थेँ,stem:भन् + end:थेँ,empty-base > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,habpast,अभ्यस्त भूत,habitual past,hami,1st person · plural,no,हामी(हरू),nominative,no,भन्थ्यौँ,भ न्थ्यौँ,stem:भन् + end:थ्यौँ,empty-base > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,habpast,अभ्यस्त भूत,habitual past,ta,2nd person · low grade,no,तँ,nominative,no,भन्थिस्,भ न्थि स्,stem:भन् + end:थिस्,empty-base > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,habpast,अभ्यस्त भूत,habitual past,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,भन्थ्यौ,भ न्थ्यौ,stem:भन् + end:थ्यौ,empty-base > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,habpast,अभ्यस्त भूत,habitual past,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,भन्नुहुन्थ्यो,भ न्नु हु न्थ्यो,stem:भन्नु + aux:हुन्थ्यो,empty-base > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,habpast,अभ्यस्त भूत,habitual past,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,भन्थ्यो,भ न्थ्यो,stem:भन् + end:थ्यो,empty-base > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,habpast,अभ्यस्त भूत,habitual past,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,भन्थे,भ न्थे,stem:भन् + end:थे,empty-base > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,habpast,अभ्यस्त भूत,habitual past,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,भन्नुहुन्थ्यो,भ न्नु हु न्थ्यो,stem:भन्नु + aux:हुन्थ्यो,empty-base > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,pastcont,भूत निरन्तर,past continuous,ma,1st person · singular,no,म,nominative,no,भन्दै थिएँ,भ न्दै   थि एँ,stem:भन् + end:दै + aux: थिएँ,empty-base > concatenate > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,pastcont,भूत निरन्तर,past continuous,hami,1st person · plural,no,हामी(हरू),nominative,no,भन्दै थियौँ,भ न्दै   थि यौँ,stem:भन् + end:दै + aux: थियौँ,empty-base > concatenate > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,pastcont,भूत निरन्तर,past continuous,ta,2nd person · low grade,no,तँ,nominative,no,भन्दै थिइस्,भ न्दै   थि इ स्,stem:भन् + end:दै + aux: थिइस्,empty-base > concatenate > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,pastcont,भूत निरन्तर,past continuous,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,भन्दै थियौ,भ न्दै   थि यौ,stem:भन् + end:दै + aux: थियौ,empty-base > concatenate > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,pastcont,भूत निरन्तर,past continuous,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,भन्दै हुनुहुन्थ्यो,भ न्दै   हु नु हु न्थ्यो,stem:भन् + end:दै + aux: हुनुहुन्थ्यो,empty-base > concatenate > concatenate
भन्नु,to say,C,व्यञ्जनान्त,yes,भन्,भन्,finite,pastcont,भूत निरन्तर,past continuous,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,भन्दै थियो,भ न्दै   थि यो,stem:भन् + end:दै + aux: थियो,empty-base > concatenate > concatenate
